sourceAssetPath,sourcePack,observedModelIdentity,bucket,reason,proposedWeaponFamily,handedness,likelyFireMode,visualDistinctness,variantGroup,materialCount,rendererCount,geometryEstimate,boundsX,boundsY,boundsZ,longestAxis,gripAvailability,muzzleAvailability,toonCompatibility,shaders,recommendedDisposition,evidenceReference
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Bullets/Bullets_ShotGun/Bullet_ShotGun_B.prefab,SeriesV4,Bullet_ShotGun_B,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),Shotgun,two-handed,,,,1,1,188,0.0238,0.0275,0.0813,0.0813,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Bullets/Bullets_ShotGun/Bullet_ShotGun_C.prefab,SeriesV4,Bullet_ShotGun_C,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),Shotgun,two-handed,,,,1,1,476,0.0238,0.0275,0.0813,0.0813,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Bullets/Bullets_ShotGun/Bullet_ShotGun_D.prefab,SeriesV4,Bullet_ShotGun_D,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),Shotgun,two-handed,,,,1,1,240,0.0238,0.0275,0.0813,0.0813,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Bullets/Bullets_ShotGun/Bullet_ShotGun_E.prefab,SeriesV4,Bullet_ShotGun_E,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),Shotgun,two-handed,,,,1,1,236,0.0238,0.0275,0.0825,0.0825,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Bullets/Bullets_ShotGun/Bullet_ShotGun_F.prefab,SeriesV4,Bullet_ShotGun_F,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),Shotgun,two-handed,,,,1,1,296,0.0226,0.0261,0.0813,0.0813,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Bullets/Bullets_ShotGun/Bullets_ShotGun_PreSet/Bullets_ShotGun_F.prefab,SeriesV4,Bullets_ShotGun_F,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),Shotgun,two-handed,,,,3,3,888,0.0226,0.0261,0.0813,0.0813,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Bullets/Bullets_SMG/Bullet_SMG_A.prefab,SeriesV4,Bullet_SMG_A,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),SMG,two-handed,,,,2,2,148,0.0133,0.0154,0.0330,0.0330,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Bullets/Bullets_SMG/Bullet_SMG_B.prefab,SeriesV4,Bullet_SMG_B,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),SMG,two-handed,,,,2,2,196,0.0133,0.0154,0.0330,0.0330,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Bullets/Bullets_SMG/Bullet_SMG_C.prefab,SeriesV4,Bullet_SMG_C,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),SMG,two-handed,,,,2,2,172,0.0133,0.0154,0.0343,0.0343,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Bullets/Bullets_SMG/Bullet_SMG_D.prefab,SeriesV4,Bullet_SMG_D,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),SMG,two-handed,,,,2,2,184,0.0133,0.0154,0.0338,0.0338,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Bullets/Bullets_SMG/Bullet_SMG_E.prefab,SeriesV4,Bullet_SMG_E,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),SMG,two-handed,,,,2,2,208,0.0121,0.0140,0.0337,0.0337,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Grenades/ClayMore_A.prefab,SeriesV4,ClayMore_A,ThrownOrMelee,"grenade/mine/melee content — usable as power art, not a gun body",,,,,,3,3,2526,0.1375,0.1158,0.0444,0.1375,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Grenades/Flash Grenade_A.prefab,SeriesV4,Flash Grenade_A,ThrownOrMelee,"grenade/mine/melee content — usable as power art, not a gun body",,,,,,6,6,2466,0.0881,0.2263,0.0528,0.2263,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Grenades/Frag_Grenade_A.prefab,SeriesV4,Frag_Grenade_A,ThrownOrMelee,"grenade/mine/melee content — usable as power art, not a gun body",,,,,,4,4,1438,0.1205,0.1697,0.0859,0.1697,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Grenades/Impact Grenade_A.prefab,SeriesV4,Impact Grenade_A,ThrownOrMelee,"grenade/mine/melee content — usable as power art, not a gun body",,,,,,3,3,948,0.0733,0.0734,0.0733,0.0734,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Grenades/Land Mine_A.prefab,SeriesV4,Land Mine_A,ThrownOrMelee,"grenade/mine/melee content — usable as power art, not a gun body",,,,,,3,3,2146,0.1915,0.0589,0.1903,0.1915,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Grenades/Smoke Grenade_A.prefab,SeriesV4,Smoke Grenade_A,ThrownOrMelee,"grenade/mine/melee content — usable as power art, not a gun body",,,,,,4,4,1326,0.0928,0.2079,0.0675,0.2079,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Grenades/Stun Grenade_A.prefab,SeriesV4,Stun Grenade_A,ThrownOrMelee,"grenade/mine/melee content — usable as power art, not a gun body",,,,,,4,4,4646,0.0878,0.2263,0.0577,0.2263,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/WeaponCases/WeaponCase_A.prefab,SeriesV4,WeaponCase_A,AttachmentOrPart,no weapon family could be inferred from the model,,,,,,2,2,4720,1.5050,0.1650,0.6100,1.5050,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/WeaponCases/WeaponCase_B.prefab,SeriesV4,WeaponCase_B,AttachmentOrPart,no weapon family could be inferred from the model,,,,,,2,2,2364,0.4975,0.1925,0.5763,0.5763,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly ShotGun Weapon Pack 2/Prefabs/Attachments/Accessories/Rails/Rail_A_Down.prefab,ShotgunPack2,Rail_A_Down,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,184,0.0325,0.0120,0.1375,0.1375,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly ShotGun Weapon Pack 2/Prefabs/Attachments/Accessories/Rails/Rail_A_Left.prefab,ShotgunPack2,Rail_A_Left,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,184,0.0120,0.0325,0.1375,0.1375,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly ShotGun Weapon Pack 2/Prefabs/Attachments/Accessories/Rails/Rail_A_Right.prefab,ShotgunPack2,Rail_A_Right,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,184,0.0120,0.0325,0.1375,0.1375,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly ShotGun Weapon Pack 2/Prefabs/Attachments/Accessories/Rails/Rail_A_Up.prefab,ShotgunPack2,Rail_A_Up,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,184,0.0325,0.0120,0.1375,0.1375,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly ShotGun Weapon Pack 2/Prefabs/Attachments/Accessories/Tatical Lasers/Laser_A_Left.prefab,ShotgunPack2,Laser_A_Left,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,346,0.0387,0.0650,0.1275,0.1275,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly ShotGun Weapon Pack 2/Prefabs/Attachments/Accessories/Tatical Lasers/Laser_A_Right.prefab,ShotgunPack2,Laser_A_Right,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,346,0.0387,0.0650,0.1275,0.1275,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly ShotGun Weapon Pack 2/Prefabs/Attachments/Accessories/Tatical Lasers/Laser_B_Left.prefab,ShotgunPack2,Laser_B_Left,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,544,0.0387,0.0700,0.1325,0.1325,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly ShotGun Weapon Pack 2/Prefabs/Attachments/Accessories/Tatical Lasers/Laser_B_Right.prefab,ShotgunPack2,Laser_B_Right,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,544,0.0387,0.0700,0.1325,0.1325,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly ShotGun Weapon Pack 2/Prefabs/Attachments/Accessories/Tatical Lasers/Laser_C_Left.prefab,ShotgunPack2,Laser_C_Left,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,718,0.0338,0.0775,0.1013,0.1013,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly ShotGun Weapon Pack 2/Prefabs/Attachments/Accessories/Tatical Lasers/Laser_C_Right.prefab,ShotgunPack2,Laser_C_Right,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,718,0.0338,0.0775,0.1013,0.1013,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly ShotGun Weapon Pack 2/Prefabs/Attachments/Accessories/Tatical Lasers/Laser_D_Left.prefab,ShotgunPack2,Laser_D_Left,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,796,0.0413,0.0750,0.1250,0.1250,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly ShotGun Weapon Pack 2/Prefabs/Attachments/Accessories/Tatical Lasers/Laser_D_Right.prefab,ShotgunPack2,Laser_D_Right,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,796,0.0413,0.0750,0.1250,0.1250,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly ShotGun Weapon Pack 2/Prefabs/Attachments/Accessories/Tatical Lasers/Laser_G_Left.prefab,ShotgunPack2,Laser_G_Left,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,780,0.0337,0.0633,0.1018,0.1018,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly ShotGun Weapon Pack 2/Prefabs/Attachments/Accessories/Tatical Lasers/Laser_G_Right.prefab,ShotgunPack2,Laser_G_Right,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,780,0.0337,0.0633,0.1018,0.1018,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly ShotGun Weapon Pack 2/Prefabs/Attachments/Accessories/Tatical Lights/Light_A_Left.prefab,ShotgunPack2,Light_A_Left,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,2,2,520,0.0564,0.0490,0.1875,0.1875,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly ShotGun Weapon Pack 2/Prefabs/Attachments/Accessories/Tatical Lights/Light_A_Right.prefab,ShotgunPack2,Light_A_Right,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,2,2,520,0.0564,0.0490,0.1875,0.1875,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly ShotGun Weapon Pack 2/Prefabs/Attachments/Accessories/Tatical Lights/Light_B_Left.prefab,ShotgunPack2,Light_B_Left,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,2,2,622,0.0446,0.0705,0.1375,0.1375,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly ShotGun Weapon Pack 2/Prefabs/Attachments/Accessories/Tatical Lights/Light_B_Right.prefab,ShotgunPack2,Light_B_Right,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,2,2,622,0.0446,0.0705,0.1375,0.1375,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly ShotGun Weapon Pack 2/Prefabs/Attachments/Accessories/Tatical Lights/Light_C_Left.prefab,ShotgunPack2,Light_C_Left,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,456,0.0275,0.0375,0.0613,0.0613,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly ShotGun Weapon Pack 2/Prefabs/Attachments/Accessories/Tatical Lights/Light_C_Right.prefab,ShotgunPack2,Light_C_Right,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,456,0.0275,0.0375,0.0613,0.0613,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly ShotGun Weapon Pack 2/Prefabs/Attachments/Accessories/Tatical Lights/Light_D_Left.prefab,ShotgunPack2,Light_D_Left,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,784,0.0612,0.0555,0.1525,0.1525,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly ShotGun Weapon Pack 2/Prefabs/Attachments/Accessories/Tatical Lights/Light_D_Right.prefab,ShotgunPack2,Light_D_Right,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,784,0.0612,0.0555,0.1525,0.1525,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly ShotGun Weapon Pack 2/Prefabs/Attachments/Accessories/Tatical Lights/Light_G_Left.prefab,ShotgunPack2,Light_G_Left,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,660,0.0375,0.0440,0.1700,0.1700,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly ShotGun Weapon Pack 2/Prefabs/Attachments/Accessories/Tatical Lights/Light_G_Right.prefab,ShotgunPack2,Light_G_Right,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,660,0.0375,0.0440,0.1700,0.1700,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly ShotGun Weapon Pack 2/Prefabs/Attachments/Barrels/Muzzles_ShotGun/Muzzle_ShotGun_Flash Hider_A.prefab,ShotgunPack2,Muzzle_ShotGun_Flash Hider_A,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),Shotgun,two-handed,,,,1,1,280,0.0333,0.0385,0.0637,0.0637,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly ShotGun Weapon Pack 2/Prefabs/Attachments/Barrels/Muzzles_ShotGun/Muzzle_ShotGun_Flash Hider_B.prefab,ShotgunPack2,Muzzle_ShotGun_Flash Hider_B,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),Shotgun,two-handed,,,,1,1,760,0.0450,0.0375,0.0825,0.0825,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly ShotGun Weapon Pack 2/Prefabs/Attachments/Barrels/Muzzles_ShotGun/Muzzle_ShotGun_Shoke_A.prefab,ShotgunPack2,Muzzle_ShotGun_Shoke_A,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),Shotgun,two-handed,,,,1,1,168,0.0222,0.0256,0.0175,0.0256,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly ShotGun Weapon Pack 2/Prefabs/Attachments/Barrels/Muzzles_ShotGun/Muzzle_ShotGun_Shoke_B.prefab,ShotgunPack2,Muzzle_ShotGun_Shoke_B,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),Shotgun,two-handed,,,,1,1,292,0.0350,0.0350,0.0875,0.0875,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly ShotGun Weapon Pack 2/Prefabs/Attachments/Barrels/Muzzles_ShotGun/Muzzle_ShotGun_Suppresor_A.prefab,ShotgunPack2,Muzzle_ShotGun_Suppresor_A,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),Shotgun,two-handed,,,,1,1,331,0.0450,0.0875,0.3475,0.3475,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly ShotGun Weapon Pack 2/Prefabs/Attachments/Barrels/Muzzles_ShotGun/Muzzle_ShotGun_Suppresor_B.prefab,ShotgunPack2,Muzzle_ShotGun_Suppresor_B,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),Shotgun,two-handed,,,,1,1,1500,0.0450,0.0838,0.3175,0.3175,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly ShotGun Weapon Pack 2/Prefabs/Attachments/Optics/Optic_A.prefab,ShotgunPack2,Optic_A,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,2,2,524,0.0450,0.0658,0.0756,0.0756,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly ShotGun Weapon Pack 2/Prefabs/Attachments/Optics/Optic_B.prefab,ShotgunPack2,Optic_B,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,2,2,606,0.0500,0.0876,0.1300,0.1300,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly ShotGun Weapon Pack 2/Prefabs/Attachments/Optics/Optic_C.prefab,ShotgunPack2,Optic_C,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,2,2,932,0.0645,0.1243,0.2020,0.2020,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly ShotGun Weapon Pack 2/Prefabs/Attachments/Optics/Optic_D.prefab,ShotgunPack2,Optic_D,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,2,2,786,0.0512,0.0896,0.1600,0.1600,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly ShotGun Weapon Pack 2/Prefabs/Attachments/Optics/Optic_E.prefab,ShotgunPack2,Optic_E,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,2,2,858,0.0600,0.0861,0.0881,0.0881,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly ShotGun Weapon Pack 2/Prefabs/Attachments/Optics/Optic_F.prefab,ShotgunPack2,Optic_F,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,2,2,858,0.0550,0.1031,0.0900,0.1031,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly ShotGun Weapon Pack 2/Prefabs/Attachments/Optics/Optic_G.prefab,ShotgunPack2,Optic_G,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,4,4,932,0.0575,0.0712,0.0438,0.0712,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly ShotGun Weapon Pack 2/Prefabs/Attachments/Optics/Optic_H.prefab,ShotgunPack2,Optic_H,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,2,2,1798,0.0663,0.1461,0.1763,0.1763,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly ShotGun Weapon Pack 2/Prefabs/Attachments/Optics/Optic_I.prefab,ShotgunPack2,Optic_I,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,2,2,1220,0.0600,0.0918,0.1175,0.1175,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly ShotGun Weapon Pack 2/Prefabs/Attachments/Optics/Optic_J.prefab,ShotgunPack2,Optic_J,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,3,3,2128,0.0638,0.1347,0.1950,0.1950,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly ShotGun Weapon Pack 2/Prefabs/Attachments/Optics/Optic_K.prefab,ShotgunPack2,Optic_K,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,2,2,1220,0.0667,0.1239,0.2097,0.2097,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly ShotGun Weapon Pack 2/Prefabs/Attachments/Optics/Optic_L.prefab,ShotgunPack2,Optic_L,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,4,4,2052,0.0675,0.1008,0.2575,0.2575,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly ShotGun Weapon Pack 2/Prefabs/Attachments/Optics/Optic_S.prefab,ShotgunPack2,Optic_S,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,2,2,1284,0.0588,0.1035,0.1675,0.1675,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly ShotGun Weapon Pack 2/Prefabs/Attachments/Optics/Optic_T.prefab,ShotgunPack2,Optic_T,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,2,2,802,0.0775,0.0803,0.1498,0.1498,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly ShotGun Weapon Pack 2/Prefabs/Attachments/Optics/Optic_U.prefab,ShotgunPack2,Optic_U,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,2,2,1130,0.0550,0.0638,0.0863,0.0863,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly ShotGun Weapon Pack 2/Prefabs/Attachments/UnderBarrels/ForwardGrips/ForwardGrip_A.prefab,ShotgunPack2,ForwardGrip_A,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,352,0.0525,0.0775,0.1700,0.1700,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly ShotGun Weapon Pack 2/Prefabs/Attachments/UnderBarrels/ForwardGrips/ForwardGrip_B.prefab,ShotgunPack2,ForwardGrip_B,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,284,0.0500,0.1050,0.0675,0.1050,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
